(864.5090199161339, 441.1585585154731, 255.17841674245386)
(864.4423762108117, 440.8808184197954, 255.1107724820652)
(864.6208272260192, 440.61115873983863, 254.95334384388258)
(864.7279657787697, 440.4450909031498, 255.044499991821)
(864.6907492036956, 440.4133031039951, 255.13455110862918)
(864.8993766041589, 440.54910398464494, 255.03551842890823)
(864.9672870059082, 440.50021891686475, 255.09703267758442)
(864.8553252487935, 440.6605671528094, 255.03023466529837)
(864.9411385235406, 440.466666770959, 255.18447551013486)
(865.0509639872078, 440.433375937773, 255.01830697038721)
(865.2460471968924, 440.5455369236362, 255.3627786799985)
(865.0813637389492, 440.33296563773825, 255.19664833118966)
(865.3294238408953, 440.1325415506826, 255.01622110370064)
(865.1193735142715, 440.117925375631, 255.31925088350368)
(865.1194621472705, 439.9966841207503, 255.17512015782913)
(865.2173841972766, 440.09942942713803, 255.00383868161046)
(865.1365293089123, 440.0869779128753, 255.1148349766328)
(865.2574982518112, 439.94905776059954, 254.97542872893064)
(865.2723674726167, 440.17818643688224, 254.96986927864225)
(865.285940051222, 439.9587265938196, 255.15897423500644)
(865.1392048579181, 440.09353484229166, 255.1435000908359)
(865.2806199611642, 439.8504270364792, 255.21711894125335)
(865.3668297722577, 439.9472566822625, 255.10055202655633)
(865.6052791395856, 439.83757294069227, 255.06088131401236)
(865.4443603873207, 439.67997937421615, 255.20565605072295)
(865.3619086309412, 439.8132409439193, 255.04010787617122)
(865.2932403016943, 439.58429436888787, 255.0916327429076)
(865.5824075942802, 439.5622634581646, 255.09373710292647)
(865.5749856461945, 439.4004620867078, 255.27418764372234)
(865.8342622566588, 439.6685053253607, 255.23472020020202)
(865.7071735664342, 439.47811831026706, 255.2575594879311)
(865.7375423844994, 439.3586173218815, 255.08491884721067)
(865.8187666966704, 439.61157704856237, 255.32734709700637)
(866.0892533829201, 439.81088283531193, 254.93308743061067)
(865.9873206745717, 439.94565319710676, 255.04065689150002)
(865.9594125751955, 439.9274878658897, 255.18060791689587)
(865.8890291322866, 439.87271973590026, 255.2046286213895)
(865.8903657974032, 439.9437843720997, 255.39422477891063)
(865.7505537972319, 439.7235402200183, 255.19999647167128)
(866.1981438067893, 439.64037497898096, 255.35330744728034)
(865.8697670670101, 439.8416170533188, 255.23663639426115)
(866.2506394148303, 439.89778396230884, 255.32994600140935)
(866.0857075988167, 439.73860822940446, 255.20150117491684)
(866.2453310409653, 439.7886803329391, 255.26867180477248)
(866.2778333367395, 439.46366306164373, 255.30344338963644)
(866.2178885954899, 439.47700294532325, 255.0871813103165)
(866.0131099251618, 438.9174097109314, 255.01486159679422)
(866.089042507183, 439.2000461708011, 255.16976542606855)
(866.3616798764847, 439.066300860276, 255.40818799998945)
(866.3117450139283, 439.05732836349483, 255.3415172465501)
(866.5315870965645, 438.94906757049324, 255.29945814946677)
(866.7057673107403, 439.31134043548434, 255.28063802501762)
(866.5696326312001, 439.26267646510166, 255.24414970780177)
(866.7232980797651, 439.10086883707345, 255.04740847392)
(866.4287035054458, 439.2511870402328, 254.96226907993798)
(866.4874891900924, 438.94086109172827, 255.09411059018592)
(866.6629728805807, 438.94421755202995, 255.04816029404188)
(866.6956119263774, 438.92850887658255, 255.01561671069666)
(866.4110795797367, 439.12268134338285, 254.8157900599912)
(866.6174825313375, 439.1462800473359, 255.0073529903865)
(866.5358890409495, 439.25863022832436, 255.00104216005707)
(866.4800471145426, 439.2518104328053, 254.97729520832306)
(866.9112305947441, 439.23242250281135, 255.24876884961532)
(866.9202853601523, 439.36182614149203, 255.0094428604154)
(866.817828195209, 439.56743636842407, 254.93844444648602)
(866.6577391538515, 439.44998298097653, 255.12925327176328)
(866.756086337615, 439.59037011391973, 255.0484263412337)
(866.8231920075358, 439.14245720480903, 254.94150804315984)
(866.9385827977198, 439.3614306092694, 255.0077903768331)
(866.8642226143736, 439.31395441113074, 255.05787629100416)
(867.0168562410171, 439.042334328677, 254.89641649817904)
(867.0947524515021, 439.1723179371285, 255.051122785815)
(867.2179264493291, 439.2021076394724, 255.0953430577882)
(867.0634561163087, 439.08012804434844, 255.07954094479337)
(867.3093787221142, 439.2285788403342, 255.03941575498882)
(867.0188849820981, 438.6098282648388, 255.11099030481498)
(867.1844780681497, 438.73499962839776, 255.1521081271271)
(867.2806950552949, 438.6919851291186, 255.3127535486224)
(867.3704725180763, 438.3557238019008, 255.20672154271756)
(867.2010737478005, 438.58194421362276, 255.16115902084243)
(867.3602282162567, 438.31265653297754, 255.2060396533808)
(867.4634988461055, 438.4547979753969, 255.22372404296632)
(867.2869655577575, 438.0938971396217, 255.17915216559314)
(867.258154476418, 438.17381824910876, 255.06434316039167)
(867.3128769238757, 438.06221376526173, 255.12826818769165)
(867.4140937043977, 437.9056484876462, 255.1358450227029)
(867.6007795094345, 438.0170351360981, 255.0349865253914)
(867.9145239604632, 438.09768230116066, 255.14496494335154)
(868.0176466415346, 438.2101848302568, 254.97705279541862)
(868.0632136795749, 438.50132792950666, 254.85902045975118)
(867.8617098408595, 438.547056250379, 254.8393595831544)
(867.6728386122563, 438.331965630501, 255.008665051374)
(867.6638284635026, 438.33098550894863, 255.15250706908552)
(867.590981443126, 438.0217783969493, 255.02618291050962)
(867.5052973768012, 438.0593326788836, 254.95654611793444)
(867.5752899184298, 437.9685582732841, 254.96332491066067)
(867.7272633086644, 437.9786658226583, 254.88904863506093)
(868.1895717123782, 437.8510383422409, 255.04951475930628)
(867.8768659686857, 437.80616059545866, 255.05510138242767)
(867.9010462332122, 437.90875269592243, 255.02360327192156)
(867.7794851638995, 437.7507094017772, 254.8971817337031)
(867.8691136657587, 437.9081243217331, 254.87354142585383)
(867.8793876868907, 437.93716322364435, 254.93558879943978)
(867.7084995171316, 438.00361938034393, 254.92564543799185)
(867.4938011849102, 437.95082661629056, 254.9882630897202)
(867.5537389331506, 437.6208254111248, 255.08442058837016)
(867.5580413271693, 437.7195810401222, 254.99695489558917)
(867.7320030755997, 437.62272957530035, 255.01271555148867)
(867.8372301932159, 437.59986120881285, 255.21464127039906)
(867.9654796746884, 437.29372980651226, 255.25752793100332)
(868.032031827033, 437.44329824854486, 255.22796269731063)
(868.2544296540034, 437.49318540854995, 255.24203548270728)
(868.3391390295652, 437.7450693585894, 255.24799640396515)
(868.2794909470286, 437.756676984961, 255.24969938921032)
(868.4021035410708, 437.7174445903727, 255.08477418515704)
(868.3023698724819, 437.63366589813273, 255.06815472716738)
(868.3023698724819, 437.63366589813273, 255.06815472716738)
(868.3199139192809, 437.4929287977817, 255.1029416263442)
(868.3546652190666, 437.39278516574484, 255.25306346053222)
(868.406745486291, 436.90959972688137, 255.01051070341546)
(868.4412630980627, 436.7861406579533, 255.07009832315515)
(868.7513476237214, 436.7457471100415, 255.06989410970968)
(868.7439048410422, 436.50373566337987, 255.03772925229924)
(868.6936725758276, 436.71403906247883, 255.2437476552685)
(869.1536451074055, 437.0739324932226, 255.0813305498766)
(869.0137390381497, 437.0164968741732, 255.14619046297153)
(868.5534065250586, 437.38761498554584, 254.95903736715164)
(868.8023070703634, 437.2347912828767, 255.09908389506444)
(868.8140196950786, 437.20945327761484, 255.0420299813568)
